Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD
AIJ-101105,HR Specialist,Finance,Singapore,High School,10,0.14,0.71,Yes,96216
AIJ-101106,Product Manager,Healthcare,UAE,Bachelor,12,0.08,0.7,Yes,38243
AIJ-101107,HR Specialist,Finance,UAE,Master,2,0.51,0.66,Yes,118835
AIJ-101108,Teacher,Healthcare,UAE,High School,20,0.53,0.86,Yes,92942
AIJ-101109,Software Developer,Retail,UK,Master,6,0.06,0.34,No,107394
AIJ-101110,Digital Marketer,Government,Australia,PhD,0,0.79,0.93,Yes,45413
AIJ-101111,UX Designer,Technology,Germany,PhD,22,0.53,0.55,No,126263
AIJ-101112,Prompt Engineer,Energy,UAE,PhD,9,0.91,0.38,Hybrid,40076
AIJ-101113,DevOps Engineer,Government,Japan,Bachelor,0,0.59,0.51,No,73459
AIJ-101114,Data Engineer,Media,UAE,PhD,14,0.71,0.88,Hybrid,134809
AIJ-101115,Business Analyst,Government,Canada,Bachelor,4,0.14,0.36,No,168380
AIJ-101116,Cybersecurity Analyst,Education,India,High School,0,0.83,0.78,Yes,177855
AIJ-101117,Data Scientist,Manufacturing,Japan,Bachelor,1,0.65,0.75,Hybrid,107817
AIJ-101118,AI Engineer,Manufacturing,Australia,Bachelor,0,0.87,0.65,Yes,172920
AIJ-101119,Robotics Engineer,Technology,India,Bachelor,25,0.93,0.32,No,200822
AIJ-101120,Cybersecurity Analyst,Transportation,Pakistan,High School,7,0.49,0.36,No,74448
AIJ-101121,Robotics Engineer,Finance,India,Master,8,0.22,0.56,No,79775
AIJ-101122,Teacher,Healthcare,UAE,High School,22,0.8,0.53,Hybrid,49979
AIJ-101123,Data Engineer,Manufacturing,Singapore,High School,11,0.92,0.23,No,49234
AIJ-101124,IoT Specialist,Transportation,USA,High School,9,0.65,0.93,Yes,42292
AIJ-101125,Business Analyst,Government,Australia,PhD,24,0.12,0.63,Yes,208512
AIJ-101126,Healthcare Analyst,Healthcare,Australia,Master,22,0.4,0.32,No,212927
AIJ-101127,DevOps Engineer,Transportation,USA,PhD,1,0.07,0.92,Hybrid,44004
AIJ-101128,Prompt Engineer,Healthcare,Canada,Master,17,0.82,0.31,No,132183
AIJ-101129,Machine Learning Engineer,Finance,USA,Master,7,0.32,0.56,Hybrid,209239
AIJ-101130,Teacher,Government,Pakistan,Bachelor,18,0.11,0.51,No,49248
AIJ-101131,Data Scientist,Finance,Pakistan,PhD,17,0.4,0.78,No,108959
AIJ-101132,Product Manager,Healthcare,Australia,Master,0,0.8,0.49,Hybrid,63886
AIJ-101133,Business Analyst,Transportation,Pakistan,PhD,22,0.07,0.41,Hybrid,71439
AIJ-101134,IoT Specialist,Retail,Pakistan,Master,25,0.17,0.96,No,121440
AIJ-101135,Data Engineer,Government,Australia,Master,20,0.06,0.64,No,218315
AIJ-101136,Data Scientist,Education,Australia,High School,25,0.1,0.75,No,129584
AIJ-101137,Financial Analyst,Media,Pakistan,High School,2,0.23,0.83,No,46485
AIJ-101138,UX Designer,Retail,Canada,Bachelor,7,0.56,0.5,Hybrid,76987
AIJ-101139,Cloud Architect,Government,Canada,PhD,13,0.58,0.45,Hybrid,150647
AIJ-101140,Data Engineer,Technology,Pakistan,PhD,1,0.61,0.64,Yes,133805
AIJ-101141,Digital Marketer,Education,Germany,Bachelor,22,0.07,0.48,Hybrid,158154
AIJ-101142,Prompt Engineer,Government,Japan,Bachelor,8,0.74,0.84,Yes,150635
AIJ-101143,Data Scientist,Healthcare,Australia,Bachelor,7,0.21,0.65,Yes,95893
AIJ-101144,Healthcare Analyst,Finance,Australia,High School,14,0.34,0.27,No,100445
AIJ-101145,Software Developer,Finance,UAE,PhD,14,0.75,0.54,No,193949
AIJ-101146,AI Engineer,Manufacturing,Japan,Master,5,0.55,0.24,Hybrid,129208
AIJ-101147,Financial Analyst,Media,UK,PhD,14,0.66,0.89,No,154057
AIJ-101148,DevOps Engineer,Healthcare,India,PhD,8,0.78,0.52,No,98779
AIJ-101149,Healthcare Analyst,Manufacturing,USA,Master,19,0.51,0.23,Hybrid,192587
AIJ-101150,Cybersecurity Analyst,Healthcare,Pakistan,Master,17,0.7,0.66,No,169897
AIJ-101151,Machine Learning Engineer,Manufacturing,Australia,PhD,23,0.32,0.85,Hybrid,196979
AIJ-101152,UX Designer,Government,Pakistan,PhD,9,0.09,0.75,No,82410
AIJ-101153,Blockchain Developer,Finance,Germany,PhD,25,0.27,0.2,Yes,192764
AIJ-101154,Product Manager,Energy,India,Master,15,0.37,0.45,Hybrid,147864
AIJ-101155,Product Manager,Energy,Singapore,Bachelor,9,0.1,0.61,Hybrid,118494
AIJ-101156,Data Scientist,Finance,Germany,Bachelor,16,0.58,0.57,No,107622
AIJ-101157,Robotics Engineer,Retail,UK,Bachelor,16,0.42,0.24,Hybrid,193108
AIJ-101158,DevOps Engineer,Healthcare,Japan,PhD,19,0.29,0.66,No,183061
AIJ-101159,IoT Specialist,Retail,Singapore,High School,18,0.47,0.48,No,128996
AIJ-101160,Software Developer,Technology,Germany,High School,11,0.2,0.69,Hybrid,100848
AIJ-101161,Robotics Engineer,Media,Australia,PhD,11,0.72,0.73,Hybrid,153513
AIJ-101162,Prompt Engineer,Media,India,High School,18,0.6,0.82,No,166314
AIJ-101163,Business Analyst,Healthcare,UAE,Bachelor,22,0.43,0.58,Yes,165359
AIJ-101164,Financial Analyst,Manufacturing,Japan,Master,13,0.32,0.32,Hybrid,130003
AIJ-101165,Software Developer,Finance,Germany,PhD,21,0.61,0.95,Hybrid,37071
AIJ-101166,IoT Specialist,Manufacturing,Pakistan,Bachelor,18,0.11,0.82,Hybrid,140289
AIJ-101167,AI Engineer,Media,Japan,Master,11,0.57,0.45,Hybrid,187949
AIJ-101168,Digital Marketer,Government,Australia,High School,5,0.67,0.51,Yes,69567
AIJ-101169,Product Manager,Finance,USA,PhD,0,0.81,0.82,No,55766
AIJ-101170,UX Designer,Media,Australia,Master,19,0.55,0.91,No,88695
AIJ-101171,Digital Marketer,Healthcare,UK,Bachelor,3,0.45,0.83,No,145935
AIJ-101172,UX Designer,Retail,India,High School,9,0.66,0.78,No,165417
AIJ-101173,Blockchain Developer,Healthcare,Pakistan,PhD,24,0.82,0.36,Hybrid,170444
AIJ-101174,DevOps Engineer,Media,India,Master,13,0.77,0.7,No,123627
AIJ-101175,Product Manager,Education,Canada,Master,18,0.6,0.58,No,160707
AIJ-101176,Healthcare Analyst,Media,Pakistan,Master,20,0.69,0.31,Yes,53259
AIJ-101177,Robotics Engineer,Retail,Australia,PhD,22,0.07,0.57,No,84343
AIJ-101178,Data Scientist,Finance,UK,High School,16,0.43,0.55,Hybrid,118256
AIJ-101179,UX Designer,Media,Germany,PhD,25,0.68,0.25,No,184874
AIJ-101180,HR Specialist,Government,Australia,Bachelor,3,0.92,0.7,Hybrid,37751
AIJ-101181,Software Developer,Finance,UK,Bachelor,8,0.87,0.42,Hybrid,38407
AIJ-101182,Robotics Engineer,Retail,Australia,High School,8,0.6,0.46,No,196635
AIJ-101183,Prompt Engineer,Education,UAE,Bachelor,12,0.39,0.24,Yes,174070
AIJ-101184,Cybersecurity Analyst,Retail,Japan,High School,0,0.44,0.87,Yes,98867
AIJ-101185,Data Engineer,Media,Germany,High School,9,0.54,0.58,No,77334
AIJ-101186,Product Manager,Media,UAE,Master,6,0.28,0.82,Yes,150058
AIJ-101187,AI Engineer,Technology,Canada,PhD,7,0.68,0.84,Yes,161608
AIJ-101188,Data Engineer,Transportation,Canada,High School,19,0.06,0.83,Hybrid,50346
AIJ-101189,Cybersecurity Analyst,Manufacturing,India,Bachelor,22,0.64,0.39,Hybrid,219133
AIJ-101190,Robotics Engineer,Finance,USA,PhD,13,0.2,0.79,No,55123
AIJ-101191,Digital Marketer,Government,UK,Bachelor,21,0.3,0.22,Yes,113759
AIJ-101192,Machine Learning Engineer,Manufacturing,UK,PhD,3,0.57,0.35,Yes,198228
AIJ-101193,Teacher,Transportation,Australia,High School,5,0.41,0.81,No,108105
AIJ-101194,UX Designer,Government,Singapore,Master,5,0.48,0.91,Hybrid,93570
AIJ-101195,Machine Learning Engineer,Manufacturing,Germany,High School,19,0.29,0.8,No,132258
AIJ-101196,Healthcare Analyst,Education,Pakistan,Bachelor,17,0.88,0.51,Hybrid,218659
AIJ-101197,Cybersecurity Analyst,Finance,UAE,PhD,6,0.19,0.28,Hybrid,154471
AIJ-101198,IoT Specialist,Government,Germany,High School,13,0.71,0.32,Yes,178244
AIJ-101199,Software Developer,Energy,USA,PhD,22,0.07,0.84,Yes,154252
AIJ-101200,Software Developer,Healthcare,India,PhD,25,0.71,0.65,Yes,60887
AIJ-101201,Teacher,Healthcare,UAE,Bachelor,23,0.41,0.92,Hybrid,80136
AIJ-101202,HR Specialist,Transportation,Canada,PhD,14,0.68,0.5,Hybrid,106580
AIJ-101203,Cloud Architect,Energy,Germany,Master,23,0.36,0.81,Hybrid,37219
AIJ-101204,Data Engineer,Retail,Canada,High School,2,0.77,0.42,No,177679
AIJ-101205,Software Developer,Media,Singapore,PhD,13,0.64,0.93,Yes,40132
AIJ-101206,AI Engineer,Education,Pakistan,Bachelor,2,0.32,0.41,No,70877
AIJ-101207,Cloud Architect,Education,UK,High School,18,0.82,0.9,Hybrid,159895
AIJ-101208,Robotics Engineer,Manufacturing,UK,PhD,22,0.16,0.86,Yes,150422
AIJ-101209,Cloud Architect,Energy,Canada,Master,5,0.88,0.59,Yes,191131
AIJ-101210,Prompt Engineer,Healthcare,Australia,Master,11,0.65,0.96,No,78639
AIJ-101211,Teacher,Retail,Singapore,Master,13,0.47,0.63,No,214755
AIJ-101212,Robotics Engineer,Finance,UK,PhD,20,0.24,0.49,Hybrid,162347
AIJ-101213,UX Designer,Healthcare,Germany,High School,12,0.09,0.43,Hybrid,201418
AIJ-101214,Cloud Architect,Transportation,UK,Bachelor,0,0.54,0.25,No,101288
AIJ-101215,Robotics Engineer,Technology,Singapore,Master,15,0.18,0.34,No,70638
AIJ-101216,Cloud Architect,Healthcare,Germany,Master,21,0.59,0.29,Yes,127786
AIJ-101217,Data Scientist,Finance,Singapore,High School,2,0.59,0.57,Yes,92983
AIJ-101218,Blockchain Developer,Retail,UK,High School,5,0.29,0.57,Yes,137476
AIJ-101219,Digital Marketer,Government,UAE,Master,7,0.75,0.73,Hybrid,55518
AIJ-101220,Teacher,Energy,Japan,High School,22,0.86,0.2,No,139865
AIJ-101221,Cybersecurity Analyst,Energy,Pakistan,Bachelor,14,0.73,0.49,No,41332
AIJ-101222,Machine Learning Engineer,Government,Australia,Master,8,0.48,0.51,No,190898
AIJ-101223,UX Designer,Healthcare,UAE,Bachelor,9,0.24,0.6,Yes,38364
AIJ-101224,UX Designer,Finance,Pakistan,PhD,1,0.56,0.5,Yes,72507
AIJ-101225,Teacher,Energy,Australia,Bachelor,22,0.25,0.42,Hybrid,66653
AIJ-101226,Cloud Architect,Manufacturing,Germany,Bachelor,12,0.47,0.93,No,76355
AIJ-101227,Data Scientist,Finance,UK,High School,13,0.09,0.62,Yes,123924
AIJ-101228,Machine Learning Engineer,Government,Pakistan,PhD,3,0.11,0.25,No,35682
AIJ-101229,Digital Marketer,Technology,India,Master,23,0.57,0.69,Yes,67388
AIJ-101230,Blockchain Developer,Technology,Canada,Master,24,0.31,0.78,No,94241
AIJ-101231,Cybersecurity Analyst,Finance,USA,Bachelor,17,0.47,0.91,Yes,139599
AIJ-101232,Data Engineer,Transportation,USA,PhD,20,0.11,0.29,No,155425
AIJ-101233,Product Manager,Manufacturing,Australia,Bachelor,15,0.62,0.77,Yes,199639
AIJ-101234,Software Developer,Education,Canada,Bachelor,4,0.73,0.65,No,212685
AIJ-101235,IoT Specialist,Energy,Pakistan,High School,10,0.64,0.36,Yes,209047
AIJ-101236,Financial Analyst,Healthcare,UK,PhD,5,0.44,0.88,No,87757
AIJ-101237,UX Designer,Government,India,Master,3,0.31,0.54,Yes,73171
AIJ-101238,Software Developer,Transportation,Australia,PhD,5,0.79,0.24,Hybrid,140546
AIJ-101239,Data Scientist,Finance,UK,Bachelor,9,0.44,0.82,No,127320
AIJ-101240,Data Scientist,Education,Germany,Bachelor,2,0.31,0.72,No,150312
AIJ-101241,Business Analyst,Energy,Germany,Bachelor,25,0.74,0.55,Hybrid,133658
AIJ-101242,Business Analyst,Education,Germany,PhD,14,0.28,0.96,Hybrid,172380
AIJ-101243,Teacher,Retail,Australia,Bachelor,0,0.82,0.71,Hybrid,96373
AIJ-101244,Cybersecurity Analyst,Healthcare,Pakistan,Master,12,0.79,0.97,Yes,30239
AIJ-101245,AI Engineer,Retail,Germany,High School,11,0.28,0.25,No,103884
AIJ-101246,Product Manager,Technology,Germany,High School,19,0.48,0.56,Hybrid,122343
AIJ-101247,Cloud Architect,Energy,Japan,Bachelor,15,0.19,0.57,Hybrid,202243
AIJ-101248,Product Manager,Education,Germany,Bachelor,13,0.44,0.66,Yes,216858
AIJ-101249,DevOps Engineer,Manufacturing,UAE,Bachelor,17,0.63,0.25,No,121167
AIJ-101250,Healthcare Analyst,Media,India,PhD,13,0.48,0.64,Hybrid,47441
AIJ-101251,Digital Marketer,Retail,Pakistan,High School,20,0.73,0.54,No,176846
AIJ-101252,Data Engineer,Government,UAE,Bachelor,23,0.79,0.94,Yes,32006
AIJ-101253,IoT Specialist,Media,Australia,Bachelor,0,0.31,0.45,Hybrid,211742
AIJ-101254,Financial Analyst,Transportation,UAE,PhD,3,0.24,0.74,Hybrid,43586
AIJ-101255,Prompt Engineer,Media,Germany,Bachelor,9,0.32,0.68,No,219642
AIJ-101256,Cybersecurity Analyst,Retail,Germany,High School,14,0.21,0.86,Yes,181900
AIJ-101257,Software Developer,Energy,USA,High School,16,0.14,0.25,Yes,215817
AIJ-101258,Cybersecurity Analyst,Government,UK,High School,9,0.5,0.36,Hybrid,158973
AIJ-101259,Software Developer,Energy,Australia,Master,4,0.13,0.99,Hybrid,159723
AIJ-101260,Software Developer,Technology,Singapore,PhD,21,0.08,0.9,Yes,207026
AIJ-101261,Business Analyst,Education,Pakistan,PhD,20,0.41,0.71,Yes,44947
AIJ-101262,Robotics Engineer,Media,USA,Bachelor,16,0.55,0.61,Hybrid,30931
AIJ-101263,DevOps Engineer,Energy,UK,High School,16,0.45,0.54,Yes,93554
AIJ-101264,Cybersecurity Analyst,Healthcare,USA,Master,21,0.83,0.92,Hybrid,87747
AIJ-101265,DevOps Engineer,Government,Germany,PhD,13,0.94,0.79,Hybrid,66682
AIJ-101266,Product Manager,Media,Germany,PhD,7,0.41,0.91,No,202543
AIJ-101267,Blockchain Developer,Media,Singapore,High School,18,0.19,0.54,Hybrid,144027
AIJ-101268,HR Specialist,Media,Canada,Bachelor,10,0.57,0.39,No,113359
AIJ-101269,Robotics Engineer,Healthcare,UAE,High School,24,0.08,0.26,No,216274
AIJ-101270,AI Engineer,Technology,Pakistan,High School,0,0.81,0.44,Hybrid,142336
AIJ-101271,Data Scientist,Healthcare,Canada,Bachelor,10,0.06,0.31,Hybrid,81426
AIJ-101272,DevOps Engineer,Government,Germany,High School,20,0.95,0.33,Hybrid,79553
AIJ-101273,HR Specialist,Transportation,Pakistan,Bachelor,15,0.69,0.31,Hybrid,213959
AIJ-101274,Prompt Engineer,Media,UAE,Bachelor,11,0.87,0.4,Hybrid,218838
AIJ-101275,Product Manager,Education,India,Bachelor,21,0.23,0.79,No,100167
AIJ-101276,Financial Analyst,Media,UAE,High School,16,0.82,0.84,Hybrid,153931
AIJ-101277,Data Scientist,Retail,Pakistan,High School,11,0.35,0.62,Hybrid,123331
AIJ-101278,Business Analyst,Government,USA,PhD,14,0.2,0.98,Yes,188206
AIJ-101279,Cloud Architect,Manufacturing,USA,Bachelor,22,0.43,0.46,Hybrid,122055
AIJ-101280,Digital Marketer,Education,UAE,Master,6,0.29,0.74,Yes,206248
AIJ-101281,DevOps Engineer,Energy,UK,Master,3,0.46,0.41,Hybrid,174535
AIJ-101282,Cybersecurity Analyst,Government,Germany,Master,3,0.77,0.85,Yes,194052
AIJ-101283,Digital Marketer,Transportation,India,PhD,3,0.81,0.53,Yes,82375
AIJ-101284,Blockchain Developer,Energy,UK,High School,18,0.51,0.62,Hybrid,163998
AIJ-101285,Teacher,Government,Singapore,Bachelor,4,0.35,0.76,Hybrid,219032
AIJ-101286,Robotics Engineer,Finance,USA,Bachelor,11,0.36,0.94,Hybrid,202378
AIJ-101287,Prompt Engineer,Transportation,UK,High School,3,0.47,0.81,Hybrid,145753
AIJ-101288,AI Engineer,Finance,Japan,PhD,15,0.6,0.38,Yes,52165
AIJ-101289,Cloud Architect,Energy,UK,High School,23,0.46,0.88,Yes,163492
AIJ-101290,Financial Analyst,Finance,Japan,PhD,15,0.44,0.58,Yes,37052
AIJ-101291,Data Scientist,Finance,Australia,Bachelor,17,0.1,0.84,No,76551
AIJ-101292,UX Designer,Technology,Japan,Bachelor,8,0.09,0.71,No,42458
AIJ-101293,Software Developer,Transportation,UK,High School,1,0.12,0.39,No,174037
AIJ-101294,Business Analyst,Healthcare,Australia,High School,23,0.77,0.34,Hybrid,174224
AIJ-101295,DevOps Engineer,Transportation,UK,High School,1,0.58,0.44,Yes,157426
AIJ-101296,Data Engineer,Government,Pakistan,High School,5,0.83,0.22,Yes,201497
AIJ-101297,Healthcare Analyst,Energy,Canada,Bachelor,14,0.48,0.69,No,120208
AIJ-101298,Blockchain Developer,Media,Germany,High School,11,0.15,0.79,No,130055
AIJ-101299,Prompt Engineer,Energy,UK,PhD,13,0.39,0.25,Yes,107888
AIJ-101300,Data Engineer,Energy,Germany,PhD,8,0.51,0.29,No,134014
AIJ-101301,IoT Specialist,Government,Germany,PhD,23,0.05,0.42,Yes,87642
AIJ-101302,Cybersecurity Analyst,Technology,India,High School,12,0.39,0.67,Hybrid,103442
AIJ-101303,Prompt Engineer,Technology,UAE,Master,21,0.53,0.55,No,182931
AIJ-101304,Data Engineer,Energy,Pakistan,PhD,11,0.15,0.3,Hybrid,103179
AIJ-101305,Machine Learning Engineer,Government,UAE,Master,11,0.94,0.36,No,54672
AIJ-101306,HR Specialist,Government,USA,PhD,16,0.52,0.74,Yes,184659
AIJ-101307,Cloud Architect,Education,Canada,PhD,19,0.77,0.75,Hybrid,140517
AIJ-101308,DevOps Engineer,Education,Japan,High School,4,0.75,0.6,No,119586
AIJ-101309,Healthcare Analyst,Media,Canada,Master,15,0.8,0.75,No,78301
AIJ-101310,Digital Marketer,Healthcare,Pakistan,PhD,6,0.7,0.64,Yes,113450
AIJ-101311,Software Developer,Retail,USA,Bachelor,22,0.84,0.66,Yes,151848
AIJ-101312,Blockchain Developer,Technology,UAE,Bachelor,3,0.92,0.57,No,142405
AIJ-101313,Digital Marketer,Technology,Australia,Bachelor,5,0.61,0.89,Hybrid,219227
AIJ-101314,Data Scientist,Finance,India,Bachelor,25,0.84,0.41,No,205479
AIJ-101315,IoT Specialist,Manufacturing,Germany,High School,6,0.77,0.43,No,110983
AIJ-101316,Data Scientist,Education,Pakistan,PhD,10,0.82,0.73,Hybrid,48507
AIJ-101317,Teacher,Finance,UK,Master,7,0.57,0.94,Yes,140998
AIJ-101318,Robotics Engineer,Technology,Australia,PhD,21,0.3,0.7,Yes,69006
AIJ-101319,Prompt Engineer,Energy,Japan,Master,23,0.38,0.94,Yes,168100
AIJ-101320,HR Specialist,Manufacturing,UK,Master,19,0.23,0.85,No,35690
AIJ-101321,Product Manager,Education,USA,High School,24,0.28,0.3,Hybrid,174034
AIJ-101322,Blockchain Developer,Technology,Australia,High School,14,0.58,0.68,Hybrid,97689
AIJ-101323,Cloud Architect,Manufacturing,Australia,PhD,11,0.77,0.95,No,147448
AIJ-101324,Machine Learning Engineer,Education,India,Bachelor,11,0.28,0.9,Hybrid,209068
AIJ-101325,UX Designer,Finance,Singapore,PhD,2,0.33,0.31,No,216628
AIJ-101326,DevOps Engineer,Finance,Australia,Master,16,0.34,0.76,Yes,158582
AIJ-101327,Cybersecurity Analyst,Technology,Canada,Bachelor,14,0.51,0.37,Hybrid,218767
AIJ-101328,Prompt Engineer,Manufacturing,Australia,Bachelor,1,0.39,0.58,Yes,86684
AIJ-101329,Digital Marketer,Manufacturing,UAE,PhD,2,0.11,0.96,No,81426
AIJ-101330,Prompt Engineer,Education,Australia,PhD,17,0.21,0.53,No,65626
AIJ-101331,HR Specialist,Manufacturing,Germany,PhD,23,0.81,0.76,No,66264
AIJ-101332,Robotics Engineer,Government,UAE,Master,6,0.48,0.57,No,51107
AIJ-101333,Prompt Engineer,Manufacturing,Singapore,Bachelor,7,0.71,0.83,Hybrid,127675
AIJ-101334,DevOps Engineer,Technology,USA,High School,8,0.83,0.3,No,137903
AIJ-101335,Prompt Engineer,Manufacturing,Canada,High School,17,0.74,0.6,Yes,185076
AIJ-101336,Product Manager,Transportation,USA,Master,23,0.51,0.8,No,137049
AIJ-101337,Financial Analyst,Technology,Singapore,High School,8,0.41,0.97,Hybrid,183660
AIJ-101338,Machine Learning Engineer,Finance,Canada,Master,1,0.66,0.69,No,140711
AIJ-101339,Blockchain Developer,Retail,India,Bachelor,0,0.72,0.47,Yes,98458
AIJ-101340,Robotics Engineer,Transportation,UAE,Master,3,0.68,0.88,Yes,138427
AIJ-101341,Teacher,Media,Singapore,Master,20,0.53,0.26,Yes,85060
AIJ-101342,Prompt Engineer,Transportation,Pakistan,Bachelor,6,0.78,0.86,Hybrid,58993
AIJ-101343,UX Designer,Finance,Japan,Bachelor,9,0.79,0.88,Yes,79565
AIJ-101344,Cybersecurity Analyst,Healthcare,India,PhD,2,0.19,0.91,Yes,107382
AIJ-101345,Data Engineer,Healthcare,Canada,High School,19,0.33,0.21,Hybrid,145592
AIJ-101346,Teacher,Government,Canada,Bachelor,13,0.75,0.79,Hybrid,78172
AIJ-101347,Prompt Engineer,Government,Canada,High School,1,0.88,0.79,Hybrid,197959
AIJ-101348,Financial Analyst,Energy,UK,PhD,19,0.19,0.27,Hybrid,160867
AIJ-101349,Financial Analyst,Transportation,UK,Bachelor,17,0.56,0.31,Hybrid,196237
AIJ-101350,Software Developer,Government,Pakistan,High School,9,0.77,0.64,No,62006
AIJ-101351,UX Designer,Technology,Australia,Master,9,0.21,0.94,No,77691
AIJ-101352,Business Analyst,Technology,Canada,PhD,10,0.44,0.96,Hybrid,98048
AIJ-101353,AI Engineer,Energy,UK,Bachelor,18,0.8,0.26,Yes,132066
AIJ-101354,UX Designer,Media,Japan,Master,23,0.07,0.46,Yes,219013
AIJ-101355,Financial Analyst,Healthcare,Australia,PhD,6,0.45,0.64,Hybrid,184278
AIJ-101356,Prompt Engineer,Finance,Japan,Bachelor,11,0.53,0.81,Hybrid,116960
AIJ-101357,Product Manager,Media,Pakistan,PhD,17,0.27,0.37,Hybrid,144501
AIJ-101358,IoT Specialist,Manufacturing,UK,High School,7,0.3,0.46,No,180691
AIJ-101359,Prompt Engineer,Finance,Australia,PhD,10,0.69,0.43,Yes,168035
AIJ-101360,Teacher,Energy,UAE,PhD,7,0.63,0.45,Hybrid,59253
AIJ-101361,Machine Learning Engineer,Retail,UK,Bachelor,16,0.57,0.72,No,70693
AIJ-101362,Product Manager,Technology,India,High School,25,0.64,0.24,Yes,51708
AIJ-101363,Healthcare Analyst,Retail,India,PhD,0,0.94,0.58,No,120680
AIJ-101364,Robotics Engineer,Government,Japan,High School,3,0.72,0.51,Hybrid,212652
AIJ-101365,Business Analyst,Media,Germany,High School,21,0.92,0.77,No,200133
AIJ-101366,Data Scientist,Transportation,Singapore,High School,15,0.51,0.43,No,133658
AIJ-101367,Robotics Engineer,Government,UK,Master,6,0.66,0.42,Hybrid,55159
AIJ-101368,AI Engineer,Transportation,USA,Master,10,0.37,0.82,No,182659
AIJ-101369,HR Specialist,Retail,Japan,High School,15,0.56,0.95,No,30700
AIJ-101370,Robotics Engineer,Government,India,Bachelor,21,0.63,0.57,Yes,89956
AIJ-101371,IoT Specialist,Retail,Canada,PhD,17,0.29,0.96,No,196167
AIJ-101372,IoT Specialist,Government,India,PhD,11,0.66,0.66,Hybrid,120180
AIJ-101373,Robotics Engineer,Transportation,USA,Master,0,0.72,0.72,No,197269
AIJ-101374,Product Manager,Education,UAE,Master,11,0.34,0.47,Hybrid,40941
AIJ-101375,HR Specialist,Retail,Japan,High School,15,0.72,0.94,Hybrid,150589
AIJ-101376,DevOps Engineer,Transportation,Australia,Bachelor,11,0.54,0.83,Yes,183453
AIJ-101377,Cloud Architect,Education,Japan,High School,2,0.92,0.38,No,120546
AIJ-101378,UX Designer,Media,USA,Bachelor,22,0.7,0.53,Hybrid,46398
AIJ-101379,Machine Learning Engineer,Energy,Germany,PhD,25,0.51,0.97,Hybrid,119838
AIJ-101380,Cybersecurity Analyst,Retail,UK,Master,5,0.91,0.83,No,73580
AIJ-101381,Business Analyst,Finance,Pakistan,Master,8,0.62,0.5,No,127596
AIJ-101382,Data Engineer,Healthcare,Japan,Bachelor,14,0.1,0.64,Hybrid,199887
AIJ-101383,Digital Marketer,Manufacturing,India,High School,3,0.28,0.61,Yes,81990
AIJ-101384,IoT Specialist,Energy,Canada,Bachelor,24,0.71,0.21,No,140569
AIJ-101385,Product Manager,Media,Australia,High School,21,0.5,0.23,No,173025
AIJ-101386,AI Engineer,Manufacturing,Germany,High School,12,0.15,0.68,No,135192
AIJ-101387,Cybersecurity Analyst,Manufacturing,Singapore,High School,6,0.46,0.24,No,174785
AIJ-101388,Machine Learning Engineer,Energy,USA,Bachelor,5,0.71,0.82,Yes,119372
AIJ-101389,Product Manager,Retail,Germany,High School,0,0.75,0.49,No,90500
AIJ-101390,Cybersecurity Analyst,Finance,Singapore,Bachelor,6,0.2,0.26,Yes,42343
AIJ-101391,Data Scientist,Education,USA,Master,13,0.89,0.26,Hybrid,157384
